,기준_년_코드,기준_분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,구_동,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,주중_매출_비율,주말_매출_비율,월요일_매출_비율,화요일_매출_비율,수요일_매출_비율,목요일_매출_비율,금요일_매출_비율,토요일_매출_비율,일요일_매출_비율,시간대_00~06_매출_비율,시간대_06~11_매출_비율,시간대_11~14_매출_비율,시간대_14~17_매출_비율,시간대_17~21_매출_비율,시간대_21~24_매출_비율,남성_매출_비율,여성_매출_비율,연령대_10_매출_비율,연령대_20_매출_비율,연령대_30_매출_비율,연령대_40_매출_비율,연령대_50_매출_비율,연령대_60_이상_매출_비율,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수
51,2021,4,A,골목상권,2110965,강남구 논현동,언주역 6번,CS100010,커피-음료,112530788,14961,89,11,15,19,20,17,19,7,4,1,21,33,19,21,6,52,48,1,26,43,19,8,4,100350656,12180132,16926323,20924546,22147281,19252953,21099553,7265772,4914360,916647,23740187,37571254,20828946,23078531,6395223,42365456,39561173,421790,20944943,34956532,15743512,6516580,3343271,13271,1690,2379,2828,2716,2619,2729,1018,672,75,4272,4544,2936,2457,677,6123,6600,91,3377,5273,2614,886,481,15
52,2021,1,D,발달상권,2120194,강남구 논현동,언주역(차병원),CS100010,커피-음료,1240764797,159499,82,18,16,18,16,15,16,13,6,0,16,41,25,16,1,40,60,3,34,31,18,8,6,1014147373,226617424,197452421,225254186,201889884,186512163,203038719,156888421,69729003,0,196374908,511124378,315393565,202585447,15286499,436146984,660324455,27643277,373346510,344360367,196499428,91674422,62947434,130662,28837,25804,26974,27129,24718,26037,20228,8609,0,31532,64407,39257,22723,1580,60576,88396,4252,52774,47617,25506,12051,6765,82
53,2021,2,D,발달상권,2120194,강남구 논현동,언주역(차병원),CS100010,커피-음료,1508518829,191737,80,20,15,15,16,16,17,14,6,0,16,39,25,18,2,41,59,1,33,32,17,10,7,1204558802,303960027,230761189,231915643,236876300,243841449,261164221,211283702,92676325,0,236166524,589839468,383559242,270589238,28364357,552133884,805121748,15993114,441590582,433441716,230125401,138598247,97506567,159178,32559,31007,32310,31091,32246,32524,22860,9699,0,39226,73750,46975,28849,2937,78973,100051,1997,62371,58060,30398,16559,9647,86
54,2021,3,D,발달상권,2120194,강남구 논현동,언주역(차병원),CS100010,커피-음료,1364987011,163930,84,17,17,16,16,18,18,13,4,0,19,38,26,17,2,42,58,1,28,31,21,12,7,1140268296,224718715,226154323,211314932,210971783,251270472,240556786,170264415,54454300,0,255116373,514534151,347431736,226498021,21406730,506437873,690098467,7755182,337113504,375847857,246497006,142788509,86534277,140744,23186,27114,25964,27439,31037,29190,17884,5302,0,42039,59518,37408,23143,1822,68031,83572,1133,47865,47545,30181,15990,8894,84
55,2021,4,D,발달상권,2120194,강남구 논현동,언주역(차병원),CS100010,커피-음료,1451788913,160240,78,22,14,16,16,16,17,17,5,4,18,37,23,16,3,44,56,1,27,33,20,12,8,1138017935,313770978,202695798,224862757,236118363,226649279,247691738,242350604,71420374,58988164,254133242,532841942,336546467,231035249,38243849,530466684,665071965,5788010,324828742,391984406,240864298,140235044,91838152,134444,25796,24418,27747,26099,27394,28786,18883,6913,88,38000,60317,36751,23213,1871,66778,79888,930,43765,48113,29109,15278,9462,78
56,2021,1,R,전통시장,2130303,강남구 논현동,영동전통시장,CS100010,커피-음료,85961463,15891,76,24,14,16,17,13,16,12,12,0,5,22,22,34,17,59,41,0,20,34,22,15,9,65405679,20555784,12216034,13938657,14418782,11074361,13757845,10649463,9906321,0,3936660,19243474,18983977,29029281,14768071,48622553,33325534,205033,16421296,27698563,17774452,12346575,7502169,11946,3945,2275,2516,2606,2056,2493,2160,1785,0,618,3233,3825,5490,2725,8688,6818,76,3591,5384,2869,2134,1451,6
57,2021,2,R,전통시장,2130303,강남구 논현동,영동전통시장,CS100010,커피-음료,72460284,14326,73,27,13,15,14,15,16,14,13,0,3,20,22,35,22,55,45,0,24,30,23,15,8,52764034,19696250,9298568,11023638,10071217,10812804,11557807,10274450,9421800,0,1982788,14129287,15571084,25104651,15672474,37554518,30758044,217891,16080484,20512222,16015569,9948178,5538217,10266,4060,1819,2042,1945,2187,2273,2113,1947,0,409,2724,2867,5189,3137,7414,6483,75,3525,4442,2916,1839,1099,4
58,2021,3,R,전통시장,2130303,강남구 논현동,영동전통시장,CS100010,커피-음료,54515937,10612,71,29,13,14,15,14,16,13,16,0,3,14,25,37,21,50,50,0,21,28,24,15,12,38923601,15592336,6920387,7458450,8368575,7487068,8689121,6834526,8757810,0,1694322,7864857,13445814,20091447,11419497,25391925,25769713,228962,10749782,14281526,12180797,7733204,5987366,7497,3115,1476,1397,1568,1442,1614,1294,1821,0,217,1648,2588,3869,2290,4762,5278,57,2587,2931,2095,1294,1076,3
59,2021,4,R,전통시장,2130303,강남구 논현동,영동전통시장,CS100010,커피-음료,74395593,12478,73,27,12,13,13,16,18,13,14,0,1,16,23,33,26,52,48,0,23,25,28,16,8,54052287,20343306,9175667,9851105,9862553,11522531,13640431,9925519,10417787,0,1013158,12197970,17269486,24315802,19599177,36681065,33690515,264201,15973926,17459892,19949062,11171023,5553474,8735,3743,1557,1615,1705,1752,2106,1843,1900,0,148,1935,2748,4270,3377,6122,5910,58,3218,3332,2954,1561,909,3
60,2021,1,A,골목상권,2110953,강남구 논현동,학동근린공원,CS100010,커피-음료,2028408,213,90,10,10,6,47,25,3,10,0,0,0,33,54,13,0,16,84,0,3,97,0,0,0,1826911,201497,201497,111943,948158,509341,55972,201497,0,0,0,671658,1099280,257470,0,291052,1580636,0,55972,1815716,0,0,0,190,23,34,22,89,34,11,23,0,0,0,112,67,34,0,22,169,0,11,179,0,0,0,3
61,2021,2,A,골목상권,2110953,강남구 논현동,학동근린공원,CS100010,커피-음료,3092986,370,73,27,15,10,23,15,10,27,0,0,1,37,49,14,0,34,66,0,22,68,10,0,0,2253415,839571,470161,294411,710839,475758,302246,839571,0,0,20150,1136223,1500035,436578,0,878752,1699296,0,557476,1757506,263066,0,0,303,67,68,56,56,79,44,67,0,0,11,181,156,22,0,79,247,0,45,235,44,0,0,3
62,2021,3,A,골목상권,2110953,강남구 논현동,학동근린공원,CS100010,커피-음료,23190120,258,48,52,4,1,2,20,21,52,0,0,0,59,23,19,0,55,45,0,1,25,21,53,0,11156243,12033877,873155,324636,425384,4573992,4959076,12033877,0,0,0,13645858,5227739,4316523,0,12548814,10204728,0,291052,5626257,4869522,11966711,0,213,45,44,46,33,57,33,45,0,0,0,146,90,22,0,79,157,0,56,147,11,22,0,3
63,2021,4,A,골목상권,2110953,강남구 논현동,학동근린공원,CS100010,커피-음료,7824818,191,97,3,3,0,2,2,89,3,0,0,0,7,92,1,0,2,99,0,2,98,0,0,0,7589737,235081,235081,0,179109,190302,6985245,235081,0,0,0,514938,7209131,100749,0,111943,7388241,0,145526,7321075,33583,0,0,146,45,34,0,22,46,44,45,0,0,0,90,90,11,0,22,134,0,22,124,11,0,0,3
64,2021,1,D,발달상권,2120191,강남구 논현동,학동역,CS100010,커피-음료,1469710105,196721,85,15,17,17,19,17,16,8,7,0,21,41,23,12,3,50,50,0,28,39,19,10,4,1255017475,214692630,250192027,249858073,271858071,244495515,238613789,119691679,95000951,744641,305331217,606313106,330878269,181603543,44839329,596459225,585992648,3650253,328680993,463049202,229011032,115260886,42799505,170285,26436,33101,35375,36238,33050,32521,14846,11590,81,57435,77802,39987,19158,2258,83167,91770,663,54416,69379,29510,15173,5790,72
65,2021,2,D,발달상권,2120191,강남구 논현동,학동역,CS100010,커피-음료,1793024854,232317,85,15,17,17,16,18,17,9,7,0,20,39,21,16,4,49,51,0,31,37,18,10,4,1518158173,274866681,297119293,305671018,292612934,313280397,309474531,158708420,116158261,4671954,364646749,694416744,367633599,282702234,78953574,705656532,735168829,6420158,444855124,527059803,260950354,149153562,52386363,199464,32853,37738,40697,38772,41901,40356,18360,14493,16,64973,91349,46388,25652,3939,97324,108031,1215,71509,73753,33625,19573,5678,75
66,2021,3,D,발달상권,2120191,강남구 논현동,학동역,CS100010,커피-음료,1684349286,221896,85,15,16,15,16,19,19,9,6,0,21,38,24,15,3,48,52,0,29,36,21,10,4,1429437250,254912036,266527097,257779294,273636564,315116102,316378193,151155977,103756059,0,360180239,631015702,397605001,250233801,45314543,647375420,712366151,6063301,400110369,487184709,278912260,136144558,51326376,190074,31822,34043,35508,38456,42711,39356,18926,12896,0,61454,84250,48601,25309,2282,90465,107916,1287,65898,69803,36676,18521,6183,70
67,2021,4,D,발달상권,2120191,강남구 논현동,학동역,CS100010,커피-음료,1893756303,227654,85,15,15,18,17,17,19,8,6,0,15,43,20,18,4,50,51,1,32,36,18,9,5,1617624422,276131881,276257280,336235101,326104958,320918433,358108650,159018769,117113112,5753839,279669855,804250274,383711834,345560102,74810399,749206677,764214993,9308700,480118738,544161533,266943669,139426437,73462587,194701,32953,34730,39293,39650,39769,41259,19403,13550,53,46507,99735,46375,31079,3905,92472,108283,1638,69113,72032,33384,16919,7666,84
68,2021,1,A,골목상권,2110996,강남구 대치동,대치2동주민센터,CS100010,커피-음료,249904063,4691,83,17,13,16,23,13,18,10,7,1,7,35,15,34,9,64,36,0,7,22,27,31,14,206896704,43007359,31896448,39663747,56342483,33418245,45575781,24909694,18097665,1255725,16428314,86548125,38409828,85020017,22242054,94224673,52925271,43511,10516152,31699727,39649029,45332437,19909091,3606,1085,609,708,871,637,781,625,460,8,456,2020,985,1005,217,2043,1596,9,614,938,984,789,308,15
69,2021,2,A,골목상권,2110996,강남구 대치동,대치2동주민센터,CS100010,커피-음료,311878830,5455,73,28,11,13,22,13,13,14,13,1,6,32,15,31,15,58,42,0,10,18,29,29,14,226166735,85712095,33161458,41368080,68814327,41774380,41048490,44322014,41390081,2910218,19981654,98632843,45124715,97132642,48096758,117285687,85484822,165254,19730767,36261772,59652662,58843539,28116513,4032,1423,716,722,884,821,889,767,656,30,546,2263,1068,1203,345,2399,1861,30,608,1030,1235,952,404,15
70,2021,3,A,골목상권,2110996,강남구 대치동,대치2동주민센터,CS100010,커피-음료,188285699,3862,76,24,15,16,13,15,18,15,9,2,12,35,14,31,7,62,38,0,9,18,28,28,17,142441993,45843706,27770610,29738826,23559984,28239134,33133439,28626410,17217296,3257881,21650706,66045157,26985100,57601831,12745024,85665655,51560778,139544,12102204,24695338,38363769,38471757,23453822,2850,1012,560,531,552,563,644,577,435,40,518,1445,840,850,169,1873,1236,22,410,768,877,732,303,16
71,2021,4,A,골목상권,2110996,강남구 대치동,대치2동주민센터,CS100010,커피-음료,397174783,9455,72,28,12,12,18,12,18,13,15,1,6,21,15,43,15,52,48,0,15,21,28,25,11,284697097,112477686,48942436,47452551,70487462,46656350,71158298,51224551,61253135,1958676,22986660,81845783,60412707,171112345,58858612,136175364,126444897,622314,38340676,55726181,73257963,66285912,28387215,6998,2457,1429,1359,1473,1225,1512,1264,1193,22,1279,3415,2306,2024,409,3900,4017,153,1021,2078,2680,1385,596,18
72,2021,1,A,골목상권,2110989,강남구 대치동,대치동아우편취급국,CS100010,커피-음료,33897328,3749,88,12,13,22,21,15,17,11,1,0,13,47,19,19,2,45,55,1,26,29,26,17,3,29864699,4032629,4408298,7466986,7078366,5128210,5782839,3547375,485254,0,4415302,16073069,6279886,6478192,650879,12986205,16021013,145285,7408738,8279469,7391852,4980740,801131,3435,314,595,802,819,643,576,291,23,0,748,1823,688,461,29,1340,2028,12,1051,954,851,413,88,6
73,2021,2,A,골목상권,2110989,강남구 대치동,대치동아우편취급국,CS100010,커피-음료,38363373,4661,92,8,15,21,20,17,20,8,0,0,13,54,18,14,2,43,57,0,24,35,20,16,5,35388326,2975047,5689666,7950119,7709179,6471187,7568175,2975047,0,0,4855905,20547840,6763810,5508908,686910,13180522,17760957,0,7402518,10703551,6310936,5081055,1443419,4274,387,752,850,954,784,934,387,0,0,890,2333,884,496,58,1712,2383,0,1177,1277,831,621,187,6
74,2021,3,A,골목상권,2110989,강남구 대치동,대치동아우편취급국,CS100010,커피-음료,34827109,4296,92,8,14,14,20,25,19,8,0,0,14,55,18,11,2,42,58,0,24,33,25,14,4,31996329,2830780,5008611,4715108,7003309,8834951,6434350,2830780,0,0,4922419,19064874,6407284,3923452,509080,12752464,17400411,27386,7171677,9996554,7544177,4219530,1193551,3900,396,617,621,922,1018,722,396,0,0,918,2160,770,413,35,1516,2374,5,1209,1252,818,479,124,6
75,2021,4,A,골목상권,2110989,강남구 대치동,대치동아우편취급국,CS100010,커피-음료,36817407,4536,92,8,16,19,17,21,18,8,0,0,17,54,16,12,1,46,54,0,30,26,27,12,4,33764265,3053142,6033790,6983200,6365909,7816160,6565206,3053142,0,0,6416412,19724712,5997242,4428569,250472,13613725,15899932,24989,8816583,7793460,8024225,3639711,1214688,4172,364,670,925,853,923,801,364,0,0,1141,2217,694,455,29,1897,2051,6,1426,1084,871,430,132,6
76,2021,1,D,발달상권,2120217,강남구 대치동,대치사거리,CS100010,커피-음료,901017027,118773,72,28,13,17,15,14,14,14,14,0,19,29,27,23,3,43,57,5,16,21,37,18,3,649630062,251386965,113363398,150188516,135278807,121565813,129233528,128753182,122633783,0,173396863,256945329,240021627,204724791,25928417,364557835,488827522,41322588,135996684,179022563,318864659,153740860,24438003,87201,31572,15825,19486,18297,16770,16823,15984,15588,0,29568,32266,30046,24407,2486,48577,66204,6500,20720,25328,40311,18832,3090,21
77,2021,2,D,발달상권,2120217,강남구 대치동,대치사거리,CS100010,커피-음료,1126710644,151999,69,31,13,13,14,14,14,16,14,0,19,27,25,25,4,41,59,5,21,20,35,16,4,781168055,345542589,148445415,149452682,159175036,162778117,161316805,185313116,160229473,0,207967690,309265736,278493507,281704071,49279640,436577124,627588871,48914753,226078081,209198315,370353174,172253432,37368236,108004,43995,22305,21627,21954,21542,20576,23402,20593,0,34740,38787,36973,36270,5229,61572,85033,7415,32546,31406,48898,22554,3785,24
78,2021,3,D,발달상권,2120217,강남구 대치동,대치사거리,CS100010,커피-음료,1366412274,187964,71,29,14,13,13,16,15,17,12,0,19,27,26,25,3,42,58,6,16,17,39,18,4,964104729,402307545,189057617,181008898,177781415,212613525,203643274,233504861,168802684,0,258516318,374486608,357478205,334603243,41327900,531176356,739707819,80044751,205046513,218915245,496451628,222708032,47718005,135101,52863,26757,25599,25637,29388,27720,29727,23136,0,43443,49543,47810,42370,4798,75008,104640,12723,31456,33040,67046,30551,4829,22
79,2021,4,D,발달상권,2120217,강남구 대치동,대치사거리,CS100010,커피-음료,1398692410,184341,68,32,12,14,14,14,14,18,15,0,16,31,26,23,4,43,57,6,17,18,38,17,4,951598660,447093750,170446632,199776639,192103071,190863650,198408668,244435456,202658294,0,228532716,433818102,356432363,320840295,59068934,545328478,728320109,72339151,216745440,225093173,489139872,221315731,49015218,126709,57632,23199,25412,26268,25284,26546,31377,26255,0,38397,52131,45536,41752,6525,73507,101359,10722,33393,31114,64787,29434,5414,27
80,2021,1,D,발달상권,2120220,강남구 대치동,대치역,CS100010,커피-음료,710137907,199410,73,27,15,16,14,13,15,16,12,0,17,31,26,24,2,40,60,15,18,14,30,19,4,516494703,193643204,102637421,110295186,102016138,92885743,108660215,110514459,83128745,0,120249212,221631813,184017482,167294717,16944683,283472234,425726719,107250620,129882888,100438672,210125262,136740149,24761362,147807,51603,29938,31853,28956,26778,30282,30138,21465,0,40259,60808,49959,44042,4342,77804,121573,32296,37663,28705,56722,38851,5141,17
81,2021,2,D,발달상권,2120220,강남구 대치동,대치역,CS100010,커피-음료,943259123,262823,72,29,15,15,14,13,15,16,13,0,18,26,27,25,5,43,58,14,20,15,29,19,3,674375628,268883495,138794120,139349477,131759734,125700057,138772240,146499386,122384109,2204320,165620530,248738454,251933860,230907332,43854627,401354133,541904990,129094957,188229235,140940924,273492240,182556008,28945759,191106,71717,39103,40128,37441,36512,37922,40493,31224,207,54427,68478,67175,61897,10639,109397,153426,38449,58132,38291,69654,50617,7680,15
82,2021,3,D,발달상권,2120220,강남구 대치동,대치역,CS100010,커피-음료,1016384384,284760,74,26,14,14,14,17,15,15,11,0,21,27,24,24,3,44,56,13,20,16,29,19,3,749143593,267240791,141844631,138966784,143620809,170661285,154050084,151952813,115287978,514255,216666369,274436047,243024367,246713500,35029846,444738454,571645930,136220104,201820636,159511895,297640905,190559098,30631746,211869,72891,40270,39877,40415,47743,43564,42582,30309,52,70434,75325,64948,65864,8137,120975,163785,42146,60941,41715,77390,54239,8329,20
83,2021,4,D,발달상권,2120220,강남구 대치동,대치역,CS100010,커피-음료,845687268,230284,74,26,15,15,14,15,16,15,11,0,19,29,27,22,3,43,57,10,21,19,28,18,3,623938815,221748453,123092431,123840246,114261263,123867307,138877568,129525432,92223021,0,163539217,248852381,223871420,182075686,27348564,356188039,471578584,85562870,177366445,157239116,232038120,148027131,27532942,168955,61329,33851,33545,31006,32955,37598,36066,25263,0,52482,64653,58983,47343,6823,100213,128143,26309,52077,40279,61001,41252,7439,25
84,2021,1,A,골목상권,2110992,강남구 대치동,도곡초등학교,CS100010,커피-음료,97134088,13675,79,21,18,15,17,16,14,13,8,0,11,35,26,27,1,49,51,7,23,19,28,15,8,76508387,20625701,17139846,14392482,16204786,15348428,13422845,12699714,7925987,0,10571350,34215973,25385691,25974462,986612,44625341,46765979,6201618,21205611,17539308,25193465,13976825,7274494,10794,2881,2039,2271,2313,2168,2003,1884,997,0,1984,4728,3628,3215,120,6417,6587,938,2912,2675,3664,1897,916,25
85,2021,2,A,골목상권,2110992,강남구 대치동,도곡초등학교,CS100010,커피-음료,124199443,17744,74,26,13,15,16,16,16,16,9,0,10,29,32,28,2,46,54,4,19,21,30,17,9,92466131,31733312,15597559,18310925,19857768,19337540,19362339,20248616,11484696,0,11820220,36145439,39084860,34994301,2154623,52529976,62012280,4242676,22084436,24097227,34301924,19040959,10775033,13326,4418,2367,2609,2814,2677,2859,2810,1608,0,2082,5581,5084,4759,238,8268,8735,747,3398,3849,4703,2806,1493,26
86,2021,3,A,골목상권,2110992,강남구 대치동,도곡초등학교,CS100010,커피-음료,149974561,20257,72,28,11,13,15,18,15,16,12,0,14,33,29,24,1,48,52,4,21,21,30,16,8,107985371,41989190,16891215,19972121,22139308,27139511,21843216,24069850,17919340,0,20456061,48883453,42674388,36576857,1383802,67010819,73319343,5302912,29991883,29240919,42180833,22784807,10828808,14520,5737,2435,2713,2939,3523,2910,3364,2373,0,3061,6825,5617,4599,155,9660,9945,872,4418,3958,5545,3088,1724,27
87,2021,4,A,골목상권,2110992,강남구 대치동,도곡초등학교,CS100010,커피-음료,151298828,25624,68,33,12,12,14,13,16,18,14,0,7,30,32,29,3,43,57,7,19,18,33,18,6,102190898,49107930,18576769,18435229,20566425,20304320,24308155,27437319,21670611,0,11228834,45219234,47754200,43087161,4009399,62023488,81313670,9785316,26683799,25383643,47444498,26195288,7844614,17146,8478,3200,3291,3137,3471,4047,4755,3723,0,2040,7503,7768,7489,824,10550,14510,2495,4215,3971,8571,4475,1336,27
88,2021,1,D,발달상권,2120210,강남구 대치동,선릉역,CS100010,커피-음료,5433994262,858470,82,18,16,17,18,16,16,10,9,2,13,37,22,22,4,59,41,3,33,30,16,12,6,4433868554,1000125708,856352855,906570314,955597529,855110762,860237094,540828157,459297551,107899424,723808608,1982874657,1215954281,1169687064,233770228,2849495732,1944246419,123891664,1595636479,1457092462,762736666,585433967,268950923,696864,161606,133193,148260,151423,129638,134350,87848,73758,19635,158045,268673,189734,185343,37040,490281,318087,27346,286797,244136,126479,89577,34032,240
89,2021,2,D,발달상권,2120210,강남구 대치동,선릉역,CS100010,커피-음료,6654635303,1058218,81,19,15,17,16,17,16,11,8,4,13,36,19,19,8,59,41,2,34,29,18,12,5,5371474615,1283160688,1007479390,1119616787,1063725292,1105102005,1075551141,723405488,559755200,269719052,889965567,2388643242,1294256490,1286478637,525572315,3487544516,2391601235,143385181,2015008194,1706957660,1042499961,682786317,288508419,850643,207575,164096,173055,163532,177000,172960,117830,89745,47366,190842,327339,207444,203083,82144,602634,395713,32678,360814,287483,168959,105795,42620,231
90,2021,3,D,발달상권,2120210,강남구 대치동,선릉역,CS100010,커피-음료,6157692467,1028044,82,18,14,16,17,18,17,10,8,1,16,38,21,21,3,61,39,3,34,29,17,12,5,5069809714,1087882753,882326425,984518318,1060604538,1105435372,1036925061,617652412,470230341,67310584,997017970,2311674110,1310796064,1265447937,205445802,3315356621,2143928980,181416928,1846782586,1592026235,925413227,637274776,276371842,851671,176373,151775,162932,172419,184877,179668,103465,72908,10643,229772,334488,212465,209006,31670,586394,379990,39759,335679,285109,160928,104732,40178,233
91,2021,4,D,발달상권,2120210,강남구 대치동,선릉역,CS100010,커피-음료,4559134836,625289,87,13,15,18,18,18,19,8,5,0,18,44,18,16,4,53,47,2,25,31,20,15,7,3971269596,587865240,672720132,809799074,819926599,826562304,842261487,359003644,228861596,16836846,798192539,2005573934,841061615,724919987,172549915,1916803833,1715806778,75171243,901597248,1108046529,735834683,552213870,259747035,554000,71289,96316,114981,112762,112168,117773,43701,27588,1754,168635,245775,112053,84041,13031,285509,270923,14284,147657,166543,115303,78494,34163,211
92,2021,1,D,발달상권,2120219,강남구 대치동,은마아파트,CS100010,커피-음료,754611694,97440,81,19,14,22,17,15,13,11,8,0,10,36,32,21,2,31,69,6,19,16,37,19,3,613653464,140958230,106155671,165814542,126211744,116373945,99097562,79341001,61617229,0,73890735,269771995,240368477,158006565,12573922,221828953,492143901,41158490,138728845,111801591,267105644,133760044,21418244,71174,26266,13160,16017,14721,14406,12870,14523,11743,0,9506,31108,28915,25178,2733,35672,59115,10284,19745,12955,29736,19640,2426,44
93,2021,2,D,발달상권,2120219,강남구 대치동,은마아파트,CS100010,커피-음료,833985660,114703,79,21,11,16,17,19,16,12,9,0,9,31,31,27,3,32,69,7,17,18,39,18,3,655501784,178483876,93671859,135858600,139167910,153989409,132814006,102231703,76252173,0,76833278,254956526,255423566,226258021,20514269,249223444,541116416,54829480,130025065,138241699,308138346,138720116,20385151,79888,34815,13157,16421,16207,17259,16844,19290,15525,0,11181,30346,33339,35392,4445,43852,68236,14348,19871,17613,36961,20749,2545,43
94,2021,3,D,발달상권,2120219,강남구 대치동,은마아파트,CS100010,커피-음료,822783848,115188,79,21,12,14,18,16,20,13,8,0,15,35,26,22,2,31,69,8,23,14,36,17,3,651415248,171368600,94332715,111824353,149925931,130241884,165090365,104250410,67118190,0,122551924,291311299,212867296,178141853,17911476,238340841,540949405,58293641,175848776,107122665,282998076,135859537,19167549,82007,33181,14142,14800,17172,18573,17320,19072,14109,0,12989,34832,30878,32710,3779,42906,69141,14704,21836,15341,34739,22979,2446,43
95,2021,4,D,발달상권,2120219,강남구 대치동,은마아파트,CS100010,커피-음료,843290728,108787,82,18,13,16,14,16,23,11,7,0,9,32,34,22,3,29,72,6,25,18,34,14,4,687935169,155355559,110155170,133887232,116331002,134258481,193303284,94775677,60579882,193275,75615392,272161895,285917117,187503309,21899740,232067280,582881211,49637453,203311261,145612155,273988260,111167018,31232346,78292,30495,12957,15253,14629,15592,19861,17598,12897,18,10718,29528,33262,30703,4558,39245,67388,12300,23505,15284,34112,18058,3376,38
96,2021,1,D,발달상권,2120223,강남구 대치동,휘문고교사거리,CS100010,커피-음료,133653611,14993,100,1,16,30,19,18,17,0,0,0,25,51,24,1,0,54,46,0,15,44,25,12,4,132958095,695516,21379169,39764138,24936070,24415275,22463443,118747,576769,0,32749627,67510112,31797581,1596291,0,58238305,48860671,133817,16378224,46889970,26778121,13060337,3858508,14841,152,2884,3135,3129,2966,2727,16,136,0,5804,6773,2177,239,0,6630,7512,28,2777,6670,2949,1208,511,21
97,2021,2,D,발달상권,2120223,강남구 대치동,휘문고교사거리,CS100010,커피-음료,137408355,17353,96,4,20,21,18,19,19,2,3,0,31,49,17,4,0,55,45,0,17,44,23,11,4,131420415,5987940,26832360,28176584,24485104,25444193,26482174,2181955,3805985,0,41969522,66923067,22793326,5722440,0,68215253,56241808,114241,21678974,55224652,28561614,14175447,4702138,16768,585,3357,3593,3095,3573,3150,191,394,0,7308,6781,2915,349,0,8367,8111,22,3342,8071,3275,1297,470,24
98,2021,3,D,발달상권,2120223,강남구 대치동,휘문고교사거리,CS100010,커피-음료,126635843,13965,95,5,20,19,18,23,16,2,3,0,34,45,20,2,0,56,44,0,18,45,24,12,3,120833792,5802051,24710724,23736378,22595000,29415636,20376054,2587492,3214559,0,42457860,56508225,25311456,2358302,0,54459006,42441866,118112,17159819,43134375,22963388,11095905,2429272,13388,577,2543,2454,2929,3103,2359,273,304,0,5907,5426,2351,281,0,7301,5880,27,2787,5923,2878,1265,303,23
99,2021,4,D,발달상권,2120223,강남구 대치동,휘문고교사거리,CS100010,커피-음료,270906681,37127,87,13,17,18,18,18,17,5,8,0,30,42,21,7,0,53,47,2,25,42,21,8,2,235427317,35479364,45159958,49930077,47606473,47729377,45001432,14519773,20959591,0,82255955,113439142,56650541,17996997,564046,125128170,110196473,3637676,59835638,99504765,48410066,19101213,4835283,33194,3933,6234,6987,7162,6605,6206,1595,2338,0,15024,12714,7221,2101,67,17590,17421,661,10086,14842,6134,2683,607,24
100,2021,1,U,관광특구,1001496,강남구 도곡동,강남 마이스 관광특구,CS100010,커피-음료,1794094670,229275,74,26,14,15,15,14,15,14,12,0,15,37,28,19,1,41,60,1,27,37,19,11,6,1322780384,471314286,249494958,265458897,277119019,254550564,276156946,258217911,213096375,0,272751489,656117408,504307812,346272348,14645613,596499877,876798666,10727831,395431923,544372659,276812499,165485566,80468063,164169,65106,31593,33610,34336,31015,33615,34923,30183,0,42760,78573,62625,43695,1622,77695,126638,1631,57436,74098,37796,24326,9047,51
101,2021,2,U,관광특구,1001496,강남구 도곡동,강남 마이스 관광특구,CS100010,커피-음료,2053055072,286867,74,26,13,14,16,15,16,14,12,0,18,36,28,17,2,41,59,1,27,36,20,11,5,1514340727,538714345,262125419,285821074,318558455,316157150,331678629,293884952,244829393,0,362065478,737294390,570526440,352982827,30185937,692485545,1012366973,13776777,464861707,619434734,338451624,188899031,79428644,208016,78851,36068,40813,42818,42741,45576,41449,37402,0,65029,100221,73913,44246,3458,95096,164725,2076,74295,91247,50632,31448,10123,51
