,강남구,보증금,월세
2729,강남구 신사동,7000,500
2730,강남구 신사동,9000,750
2731,강남구 신사동,30000,1800
2732,강남구 신사동,2500,250
2733,강남구 신사동,4000,270
2734,강남구 신사동,2000,170
2735,강남구 신사동,5000,350
2736,강남구 신사동,10000,400
2737,강남구 신사동,10000,600
2738,강남구 신사동,3000,350
2739,강남구 신사동,8000,330
2740,강남구 신사동,19780,1978
2741,강남구 신사동,12000,553
2742,강남구 신사동,30000,2500
2743,강남구 신사동,20000,883
2744,강남구 신사동,20000,2000
2745,강남구 신사동,70000,7000
2746,강남구 신사동,150000,10000
2747,강남구 신사동,8000,380
2748,강남구 신사동,50000,3200
2749,강남구 신사동,13480,1348
2750,강남구 신사동,10921,1092
2751,강남구 신사동,12970,1297
2752,강남구 신사동,7000,500
2753,강남구 신사동,10350,1035
2754,강남구 신사동,4000,270
2755,강남구 신사동,5000,388
2756,강남구 신사동,30000,2800
2757,강남구 신사동,10000,790
2758,강남구 신사동,5000,430
2759,강남구 신사동,80000,2800
2760,강남구 신사동,29000,2900
2761,강남구 신사동,6000,400
2762,강남구 신사동,20000,1600
2763,강남구 신사동,200000,11000
2764,강남구 신사동,5500,280
2765,강남구 신사동,5000,330
2766,강남구 신사동,6000,500
2767,강남구 신사동,30000,2857
2768,강남구 신사동,30000,2000
2769,강남구 신사동,4000,440
2770,강남구 신사동,10000,700
2771,강남구 신사동,18000,1500
2772,강남구 신사동,10000,500
2773,강남구 신사동,8000,500
2774,강남구 신사동,15000,900
2775,강남구 신사동,4400,440
2776,강남구 신사동,200000,12000
2777,강남구 신사동,10000,2000
2778,강남구 신사동,10000,400
2779,강남구 신사동,10000,615
2780,강남구 신사동,140000,7900
2781,강남구 신사동,5000,380
2782,강남구 신사동,30000,2500
2783,강남구 신사동,3000,300
2784,강남구 신사동,3000,180
2785,강남구 신사동,5000,550
2786,강남구 신사동,3328,416
2787,강남구 신사동,2000,140
2788,강남구 신사동,2500,240
2789,강남구 신사동,8000,1700
2790,강남구 신사동,4000,375
2791,강남구 신사동,10000,650
2792,강남구 신사동,60000,5000
2793,강남구 신사동,12458,1557
2794,강남구 신사동,6000,550
2795,강남구 신사동,7456,932
2796,강남구 신사동,8000,400
2797,강남구 신사동,2000,160
2798,강남구 신사동,10000,1300
2799,강남구 신사동,10000,900
2800,강남구 신사동,10000,600
2801,강남구 신사동,10000,1100
2802,강남구 신사동,3500,320
2803,강남구 신사동,4000,300
2804,강남구 신사동,3000,450
2805,강남구 신사동,25000,1700
2806,강남구 신사동,20000,1800
2807,강남구 신사동,4000,280
2808,강남구 신사동,5000,300
2809,강남구 신사동,4000,300
2810,강남구 신사동,4000,300
2811,강남구 신사동,5000,350
2812,강남구 신사동,10000,900
2813,강남구 신사동,8000,700
2814,강남구 신사동,12000,830
2815,강남구 신사동,5000,450
2816,강남구 신사동,5000,300
2817,강남구 신사동,10000,850
2818,강남구 신사동,1000,100
2819,강남구 신사동,5000,500
2820,강남구 신사동,24000,1660
2821,강남구 신사동,1000,171
2822,강남구 신사동,13000,820
2823,강남구 신사동,10000,600
2824,강남구 신사동,4000,270
2825,강남구 신사동,12000,830
2826,강남구 신사동,1000,280
2827,강남구 신사동,5000,250
2828,강남구 신사동,7000,600
2829,강남구 신사동,10000,620
2830,강남구 신사동,2000,130
2831,강남구 신사동,10000,480
2832,강남구 신사동,10000,620
2833,강남구 신사동,10000,850
2834,강남구 신사동,5000,350
2835,강남구 신사동,10000,800
2836,강남구 신사동,7000,390
2837,강남구 신사동,5000,400
2838,강남구 신사동,2000,140
2839,강남구 신사동,10000,700
2840,강남구 신사동,5000,300
2841,강남구 신사동,5000,350
2842,강남구 신사동,3000,300
2843,강남구 신사동,2000,145
2844,강남구 신사동,5000,350
2845,강남구 신사동,5000,450
2846,강남구 신사동,3000,450
2847,강남구 신사동,4000,373
2848,강남구 신사동,2000,160
2849,강남구 신사동,10000,530
2850,강남구 신사동,10000,700
2851,강남구 신사동,10000,900
2852,강남구 신사동,40000,2000
2853,강남구 신사동,3000,275
2854,강남구 신사동,3000,200
2855,강남구 신사동,10000,700
2856,강남구 신사동,10000,1350
2857,강남구 신사동,5000,350
2858,강남구 신사동,2000,200
2859,강남구 신사동,3000,300
2860,강남구 신사동,8000,200
2861,강남구 신사동,12000,850
2862,강남구 신사동,10000,850
2863,강남구 신사동,5000,500
2864,강남구 신사동,15000,900
2865,강남구 신사동,5000,350
2866,강남구 신사동,2000,150
2867,강남구 신사동,5000,300
2868,강남구 신사동,15000,1200
2869,강남구 신사동,4000,370
2870,강남구 신사동,5000,410
2871,강남구 신사동,3000,300
2872,강남구 신사동,10000,790
2873,강남구 신사동,2000,240
2874,강남구 신사동,5000,350
2875,강남구 신사동,5000,450
2876,강남구 신사동,3500,270
2877,강남구 신사동,2000,240
2878,강남구 신사동,8000,550
2879,강남구 신사동,10000,1200
2880,강남구 신사동,5000,350
2881,강남구 신사동,8000,800
2882,강남구 신사동,5000,300
2883,강남구 신사동,2000,160
2884,강남구 신사동,4000,350
2885,강남구 신사동,5000,350
2886,강남구 신사동,3000,300
2887,강남구 신사동,3000,180
2888,강남구 신사동,10000,800
2889,강남구 신사동,20000,2000
2890,강남구 신사동,2000,160
2891,강남구 신사동,5000,550
2892,강남구 신사동,10000,900
2893,강남구 신사동,10000,550
2894,강남구 신사동,7000,550
2895,강남구 신사동,8000,800
2896,강남구 신사동,20000,1500
2897,강남구 신사동,4000,240
2898,강남구 신사동,7000,410
2899,강남구 신사동,5000,270
2900,강남구 신사동,2000,160
2901,강남구 신사동,2000,140
2902,강남구 신사동,15000,1200
2903,강남구 신사동,10000,600
2904,강남구 신사동,3000,320
2905,강남구 신사동,10000,900
2906,강남구 신사동,10000,690
2907,강남구 신사동,10000,900
2908,강남구 신사동,2000,170
2909,강남구 신사동,5000,250
2910,강남구 신사동,5000,270
2911,강남구 신사동,40000,2000
2912,강남구 신사동,3500,320
2913,강남구 신사동,2000,190
2914,강남구 신사동,3500,320
2915,강남구 신사동,10000,640
2916,강남구 신사동,3000,235
2917,강남구 신사동,3000,300
2918,강남구 신사동,4000,270
2919,강남구 신사동,30000,750
2920,강남구 신사동,30000,2500
2921,강남구 신사동,2000,180
2922,강남구 신사동,10000,770
2923,강남구 신사동,3000,230
2924,강남구 신사동,5500,270
2925,강남구 신사동,15000,1250
2926,강남구 신사동,10000,900
2927,강남구 신사동,5000,350
2928,강남구 신사동,42000,3500
2929,강남구 신사동,40000,1700
2930,강남구 신사동,5000,380
2931,강남구 신사동,10000,600
2932,강남구 신사동,4000,280
2933,강남구 신사동,4000,300
2934,강남구 신사동,8000,800
2935,강남구 신사동,6000,380
2936,강남구 신사동,5000,390
2937,강남구 신사동,5000,460
2938,강남구 신사동,10000,520
2939,강남구 신사동,3000,270
2940,강남구 신사동,30000,2745
2941,강남구 신사동,10000,800
2942,강남구 신사동,20000,1300
2943,강남구 신사동,30000,2000
2944,강남구 신사동,3000,260
2945,강남구 신사동,3000,230
2946,강남구 신사동,20000,1300
2947,강남구 신사동,29000,2900
2948,강남구 신사동,10000,720
2949,강남구 신사동,20000,1800
2950,강남구 신사동,12000,850
2951,강남구 신사동,40000,2500
2952,강남구 신사동,3000,200
2953,강남구 신사동,4000,260
2954,강남구 신사동,10000,530
2955,강남구 신사동,10000,490
2956,강남구 신사동,60000,6000
2957,강남구 신사동,7000,700
2958,강남구 신사동,10000,850
2959,강남구 신사동,30000,1500
2960,강남구 신사동,2000,150
2961,강남구 신사동,4000,280
2962,강남구 신사동,2000,160
2963,강남구 신사동,10000,650
2964,강남구 신사동,5000,290
2965,강남구 신사동,3000,220
2966,강남구 신사동,5500,400
2967,강남구 신사동,5000,300
2968,강남구 신사동,30000,1500
2969,강남구 신사동,5000,300
2970,강남구 신사동,10000,600
2971,강남구 신사동,8000,700
2972,강남구 신사동,12000,950
2973,강남구 신사동,100000,5000
2974,강남구 신사동,1500,120
2975,강남구 신사동,10000,600
2976,강남구 신사동,10000,400
2977,강남구 신사동,10000,850
2978,강남구 신사동,7000,350
2979,강남구 신사동,100000,11000
2980,강남구 신사동,4000,300
2981,강남구 신사동,15000,1250
2982,강남구 신사동,10000,500
2983,강남구 신사동,6000,380
2984,강남구 신사동,10000,700
2985,강남구 신사동,5000,550
2986,강남구 신사동,20000,1100
2987,강남구 신사동,2000,150
2988,강남구 신사동,8000,330
2989,강남구 신사동,3000,450
2990,강남구 신사동,7000,280
2991,강남구 신사동,40000,2000
2992,강남구 신사동,30000,2000
2993,강남구 신사동,20000,870
2994,강남구 신사동,5000,300
2995,강남구 신사동,15000,1200
2996,강남구 신사동,15000,650
2997,강남구 신사동,13000,600
2998,강남구 신사동,10000,500
2999,강남구 신사동,10000,500
3000,강남구 신사동,5000,400
3001,강남구 신사동,10000,700
3002,강남구 신사동,8000,550
3003,강남구 신사동,15000,900
3004,강남구 신사동,70000,6700
3005,강남구 신사동,5000,400
3006,강남구 신사동,4000,296
3007,강남구 신사동,7000,500
3008,강남구 신사동,10000,400
3009,강남구 신사동,1000,110
3010,강남구 신사동,2000,160
3011,강남구 신사동,12000,800
3012,강남구 신사동,10000,650
3013,강남구 신사동,6960,696
3014,강남구 신사동,30000,2000
3015,강남구 신사동,4000,280
3016,강남구 신사동,150000,11000
3017,강남구 신사동,10000,800
3018,강남구 신사동,7000,400
3019,강남구 신사동,5000,260
3020,강남구 신사동,15000,1200
3021,강남구 신사동,20000,850
3022,강남구 신사동,10000,600
3023,강남구 신사동,8000,800
3024,강남구 신사동,5000,500
3025,강남구 신사동,30000,1300
3026,강남구 신사동,10000,500
3027,강남구 신사동,3000,168
3028,강남구 신사동,3000,450
3029,강남구 신사동,5000,550
3030,강남구 신사동,8000,700
3031,강남구 신사동,10000,590
3032,강남구 신사동,4000,280
3033,강남구 신사동,5000,350
3034,강남구 신사동,10000,600
3035,강남구 신사동,9000,730
3036,강남구 신사동,5000,460
3037,강남구 신사동,1800,187
3038,강남구 신사동,7000,540
3039,강남구 신사동,5000,300
3040,강남구 신사동,15000,1500
3041,강남구 신사동,2000,170
3042,강남구 신사동,6800,520
3043,강남구 신사동,3000,250
3044,강남구 신사동,3000,235
3045,강남구 신사동,10000,900
3046,강남구 신사동,4000,270
3047,강남구 신사동,9000,550
3048,강남구 신사동,15000,600
3049,강남구 신사동,2000,210
3050,강남구 신사동,15000,1300
3051,강남구 신사동,5000,350
3052,강남구 신사동,12000,580
3053,강남구 신사동,10000,615
3054,강남구 신사동,40000,3450
3055,강남구 신사동,10000,500
3056,강남구 신사동,10000,670
3057,강남구 신사동,2000,200
3058,강남구 신사동,5000,420
3059,강남구 신사동,10000,900
3060,강남구 신사동,10000,480
3061,강남구 신사동,20000,1800
3062,강남구 신사동,6000,380
3063,강남구 신사동,18000,1000
3064,강남구 신사동,3000,250
3065,강남구 신사동,10000,540
3066,강남구 신사동,10000,400
3067,강남구 신사동,5000,300
3068,강남구 신사동,3000,270
3069,강남구 신사동,40000,3450
3070,강남구 신사동,7000,600
3071,강남구 신사동,5000,300
3072,강남구 신사동,4000,200
3073,강남구 신사동,10000,700
3074,강남구 신사동,3500,320
3075,강남구 신사동,5000,400
3076,강남구 신사동,7000,450
3077,강남구 신사동,2000,160
3078,강남구 신사동,5000,358
3079,강남구 신사동,4000,350
3080,강남구 신사동,10000,800
3081,강남구 신사동,10000,800
3082,강남구 신사동,5000,380
3083,강남구 신사동,20000,700
3084,강남구 신사동,10000,400
3085,강남구 신사동,7000,500
3086,강남구 신사동,5000,380
3087,강남구 신사동,4000,280
3088,강남구 신사동,5000,460
3089,강남구 신사동,8000,800
3090,강남구 신사동,4000,410
3091,강남구 신사동,20000,1200
3092,강남구 신사동,8000,600
3093,강남구 신사동,3500,320
3094,강남구 신사동,3000,235
3095,강남구 신사동,16000,1200
3096,강남구 신사동,3000,350
3097,강남구 신사동,10000,500
3098,강남구 신사동,2000,150
3099,강남구 신사동,3000,235
3100,강남구 신사동,7000,600
3101,강남구 신사동,5500,270
3102,강남구 신사동,4000,420
3103,강남구 신사동,80000,7000
3104,강남구 신사동,6000,360
3105,강남구 신사동,3000,150
3106,강남구 신사동,5000,350
3107,강남구 신사동,10000,700
3108,강남구 신사동,2000,210
3109,강남구 신사동,5500,280
3110,강남구 신사동,25000,2500
3111,강남구 신사동,5000,300
3112,강남구 신사동,5000,300
3113,강남구 신사동,2000,140
3114,강남구 신사동,7000,537
3115,강남구 신사동,10000,900
3116,강남구 신사동,5000,300
3117,강남구 신사동,4000,280
3118,강남구 신사동,5000,350
3119,강남구 신사동,10000,650
3120,강남구 신사동,5000,500
3121,강남구 신사동,5000,300
3122,강남구 신사동,4000,310
3123,강남구 신사동,3000,200
3124,강남구 신사동,5000,380
3125,강남구 신사동,10000,900
3126,강남구 신사동,10000,600
3127,강남구 신사동,2000,100
3128,강남구 신사동,2000,240
3129,강남구 신사동,10000,550
3130,강남구 신사동,10000,600
3131,강남구 신사동,3000,200
3132,강남구 신사동,10000,500
3133,강남구 신사동,13000,800
3134,강남구 신사동,10000,900
3135,강남구 신사동,2000,150
3136,강남구 신사동,13000,620
3137,강남구 신사동,10000,700
3138,강남구 신사동,50000,3000
3139,강남구 신사동,10000,600
3140,강남구 신사동,4000,270
3141,강남구 신사동,20000,1300
3142,강남구 신사동,60000,5000
3143,강남구 신사동,6000,420
3144,강남구 신사동,5000,300
3145,강남구 신사동,15000,1000
3146,강남구 신사동,56700,2590
3147,강남구 신사동,5000,380
3148,강남구 신사동,20000,883
3149,강남구 신사동,5000,460
3150,강남구 신사동,10000,640
3151,강남구 신사동,4000,280
