,강남구,보증금,월세
5154,강남구 역삼동,2000,210
5155,강남구 역삼동,7500,563
5156,강남구 역삼동,5000,470
5157,강남구 역삼동,5000,300
5158,강남구 역삼동,1500,150
5159,강남구 역삼동,3000,230
5160,강남구 역삼동,3000,250
5161,강남구 역삼동,8000,800
5162,강남구 역삼동,5000,202
5163,강남구 역삼동,8000,750
5164,강남구 역삼동,10000,720
5165,강남구 역삼동,7000,600
5166,강남구 역삼동,10000,600
5167,강남구 역삼동,3000,200
5168,강남구 역삼동,8000,1000
5169,강남구 역삼동,50000,5000
5170,강남구 역삼동,12179,1217
5171,강남구 역삼동,20000,2000
5172,강남구 역삼동,9000,280
5173,강남구 역삼동,3800,370
5174,강남구 역삼동,14000,700
5175,강남구 역삼동,8000,400
5176,강남구 역삼동,10000,850
5177,강남구 역삼동,10000,760
5178,강남구 역삼동,18000,900
5179,강남구 역삼동,36626,3662
5180,강남구 역삼동,3000,200
5181,강남구 역삼동,80000,5000
5182,강남구 역삼동,3800,370
5183,강남구 역삼동,3000,180
5184,강남구 역삼동,10000,1000
5185,강남구 역삼동,7000,700
5186,강남구 역삼동,8000,600
5187,강남구 역삼동,2000,150
5188,강남구 역삼동,4500,440
5189,강남구 역삼동,6000,350
5190,강남구 역삼동,20000,1200
5191,강남구 역삼동,10000,1000
5192,강남구 역삼동,20000,1100
5193,강남구 역삼동,3000,350
5194,강남구 역삼동,10000,730
5195,강남구 역삼동,10000,1000
5196,강남구 역삼동,5000,440
5197,강남구 역삼동,14200,1420
5198,강남구 역삼동,5000,320
5199,강남구 역삼동,10000,600
5200,강남구 역삼동,10000,504
5201,강남구 역삼동,5000,450
5202,강남구 역삼동,7000,185
5203,강남구 역삼동,10000,730
5204,강남구 역삼동,3000,290
5205,강남구 역삼동,5000,350
5206,강남구 역삼동,15000,700
5207,강남구 역삼동,45000,2000
5208,강남구 역삼동,70000,5400
5209,강남구 역삼동,3500,245
5210,강남구 역삼동,30000,1200
5211,강남구 역삼동,5000,600
5212,강남구 역삼동,7000,400
5213,강남구 역삼동,300,20
5214,강남구 역삼동,10000,1520
5215,강남구 역삼동,20000,1800
5216,강남구 역삼동,10000,800
5217,강남구 역삼동,30000,2700
5218,강남구 역삼동,12000,790
5219,강남구 역삼동,7000,185
5220,강남구 역삼동,30000,1500
5221,강남구 역삼동,12000,1000
5222,강남구 역삼동,2000,150
5223,강남구 역삼동,3750,160
5224,강남구 역삼동,2400,170
5225,강남구 역삼동,1000,130
5226,강남구 역삼동,10000,485
5227,강남구 역삼동,10000,500
5228,강남구 역삼동,70000,4500
5229,강남구 역삼동,4000,300
5230,강남구 역삼동,10000,600
5231,강남구 역삼동,30000,2000
5232,강남구 역삼동,40000,4000
5233,강남구 역삼동,10000,850
5234,강남구 역삼동,3000,210
5235,강남구 역삼동,5000,400
5236,강남구 역삼동,10000,850
5237,강남구 역삼동,3000,253
5238,강남구 역삼동,30000,3300
5239,강남구 역삼동,2500,120
5240,강남구 역삼동,1500,180
5241,강남구 역삼동,4000,300
5242,강남구 역삼동,1500,141
5243,강남구 역삼동,3000,300
5244,강남구 역삼동,30000,3300
5245,강남구 역삼동,5000,400
5246,강남구 역삼동,2000,140
5247,강남구 역삼동,2000,150
5248,강남구 역삼동,16320,974
5249,강남구 역삼동,1000,90
5250,강남구 역삼동,21000,1200
5251,강남구 역삼동,2000,230
5252,강남구 역삼동,5000,450
5253,강남구 역삼동,12000,600
5254,강남구 역삼동,5000,420
5255,강남구 역삼동,12000,1200
5256,강남구 역삼동,18000,900
5257,강남구 역삼동,10000,440
5258,강남구 역삼동,3000,160
5259,강남구 역삼동,3000,250
5260,강남구 역삼동,3000,270
5261,강남구 역삼동,8000,450
5262,강남구 역삼동,7000,350
5263,강남구 역삼동,6000,300
5264,강남구 역삼동,300,65
5265,강남구 역삼동,4000,280
5266,강남구 역삼동,3000,230
5267,강남구 역삼동,4000,400
5268,강남구 역삼동,2000,200
5269,강남구 역삼동,40935,4093
5270,강남구 역삼동,40000,4000
5271,강남구 역삼동,1500,156
5272,강남구 역삼동,12830,1283
5273,강남구 역삼동,10000,1000
5274,강남구 역삼동,5000,400
5275,강남구 역삼동,8658,865
5276,강남구 역삼동,5000,400
5277,강남구 역삼동,5000,350
5278,강남구 역삼동,21000,1200
5279,강남구 역삼동,3000,100
5280,강남구 역삼동,5000,450
5281,강남구 역삼동,5000,250
5282,강남구 역삼동,30000,100
5283,강남구 역삼동,40000,5000
5284,강남구 역삼동,10000,440
5285,강남구 역삼동,10000,500
5286,강남구 역삼동,12000,620
5287,강남구 역삼동,12000,620
5288,강남구 역삼동,4500,252
5289,강남구 역삼동,2000,170
5290,강남구 역삼동,4000,400
5291,강남구 역삼동,8000,550
5292,강남구 역삼동,10000,600
5293,강남구 역삼동,20000,1600
5294,강남구 역삼동,2000,150
5295,강남구 역삼동,18000,900
5296,강남구 역삼동,5000,470
5297,강남구 역삼동,3500,245
5298,강남구 역삼동,5000,450
5299,강남구 역삼동,20000,770
5300,강남구 역삼동,3500,245
5301,강남구 역삼동,5000,300
5302,강남구 역삼동,3000,200
5303,강남구 역삼동,10000,760
5304,강남구 역삼동,2000,170
5305,강남구 역삼동,2000,160
5306,강남구 역삼동,6000,510
5307,강남구 역삼동,5000,320
5308,강남구 역삼동,16000,1600
5309,강남구 역삼동,6000,250
5310,강남구 역삼동,5000,470
5311,강남구 역삼동,4500,340
5312,강남구 역삼동,3600,336
5313,강남구 역삼동,27318,2732
5314,강남구 역삼동,10000,700
5315,강남구 역삼동,5000,400
5316,강남구 역삼동,4000,350
5317,강남구 역삼동,13000,830
5318,강남구 역삼동,2500,250
5319,강남구 역삼동,7000,580
5320,강남구 역삼동,6000,340
5321,강남구 역삼동,70000,4500
5322,강남구 역삼동,2000,185
5323,강남구 역삼동,2000,150
5324,강남구 역삼동,10000,750
5325,강남구 역삼동,10000,1700
5326,강남구 역삼동,2000,200
5327,강남구 역삼동,15000,1000
5328,강남구 역삼동,5000,400
5329,강남구 역삼동,4500,230
5330,강남구 역삼동,3800,370
5331,강남구 역삼동,3000,200
5332,강남구 역삼동,10000,850
5333,강남구 역삼동,3000,290
5334,강남구 역삼동,13000,830
5335,강남구 역삼동,3000,250
5336,강남구 역삼동,4000,330
5337,강남구 역삼동,20000,1500
5338,강남구 역삼동,2000,155
5339,강남구 역삼동,1000,100
5340,강남구 역삼동,1000,210
5341,강남구 역삼동,4000,300
5342,강남구 역삼동,12000,620
5343,강남구 역삼동,5000,450
5344,강남구 역삼동,5000,340
5345,강남구 역삼동,5000,400
5346,강남구 역삼동,5000,250
5347,강남구 역삼동,2000,170
5348,강남구 역삼동,1000,130
5349,강남구 역삼동,3000,200
5350,강남구 역삼동,8000,620
5351,강남구 역삼동,5000,250
5352,강남구 역삼동,4000,180
5353,강남구 역삼동,5000,400
5354,강남구 역삼동,2000,220
5355,강남구 역삼동,10000,850
5356,강남구 역삼동,20000,1400
5357,강남구 역삼동,10000,850
5358,강남구 역삼동,12500,1250
5359,강남구 역삼동,3000,230
5360,강남구 역삼동,20000,1050
5361,강남구 역삼동,10000,600
5362,강남구 역삼동,4500,255
5363,강남구 역삼동,8000,430
5364,강남구 역삼동,3000,320
5365,강남구 역삼동,3000,120
5366,강남구 역삼동,3000,250
5367,강남구 역삼동,8000,700
5368,강남구 역삼동,2000,100
5369,강남구 역삼동,3000,270
5370,강남구 역삼동,3000,120
5371,강남구 역삼동,3000,270
5372,강남구 역삼동,1000,130
5373,강남구 역삼동,6000,320
5374,강남구 역삼동,3000,320
5375,강남구 역삼동,1000,100
5376,강남구 역삼동,2400,170
5377,강남구 역삼동,3000,250
5378,강남구 역삼동,1000,185
5379,강남구 역삼동,10000,830
5380,강남구 역삼동,1700,150
5381,강남구 역삼동,30000,2000
5382,강남구 역삼동,6000,550
5383,강남구 역삼동,2000,300
5384,강남구 역삼동,2000,200
5385,강남구 역삼동,3000,250
5386,강남구 역삼동,8000,800
5387,강남구 역삼동,2000,220
5388,강남구 역삼동,13000,830
5389,강남구 역삼동,6000,600
5390,강남구 역삼동,20000,1100
5391,강남구 역삼동,40000,2400
5392,강남구 역삼동,3000,300
5393,강남구 역삼동,2500,220
5394,강남구 역삼동,5000,450
5395,강남구 역삼동,8000,870
5396,강남구 역삼동,2000,200
5397,강남구 역삼동,20000,1500
5398,강남구 역삼동,70000,5400
5399,강남구 역삼동,7000,720
5400,강남구 역삼동,10000,580
5401,강남구 역삼동,22000,910
5402,강남구 역삼동,20000,1600
5403,강남구 역삼동,3000,270
5404,강남구 역삼동,16233,974
5405,강남구 역삼동,22000,910
5406,강남구 역삼동,2000,150
5407,강남구 역삼동,1000,100
5408,강남구 역삼동,20000,1200
5409,강남구 역삼동,8000,630
5410,강남구 역삼동,2500,228
5411,강남구 역삼동,34000,3400
5412,강남구 역삼동,5000,300
5413,강남구 역삼동,40000,2400
5414,강남구 역삼동,60000,6000
5415,강남구 역삼동,10000,850
5416,강남구 역삼동,30000,2000
5417,강남구 역삼동,5000,200
5418,강남구 역삼동,2000,200
5419,강남구 역삼동,30000,3300
5420,강남구 역삼동,5000,300
5421,강남구 역삼동,3000,150
5422,강남구 역삼동,5000,400
5423,강남구 역삼동,5000,250
5424,강남구 역삼동,5000,400
5425,강남구 역삼동,3000,250
5426,강남구 역삼동,5000,400
5427,강남구 역삼동,12000,800
5428,강남구 역삼동,10000,440
5429,강남구 역삼동,5000,350
5430,강남구 역삼동,4000,350
5431,강남구 역삼동,2000,180
5432,강남구 역삼동,2500,165
5433,강남구 역삼동,40000,4000
5434,강남구 역삼동,5000,350
5435,강남구 역삼동,2000,200
5436,강남구 역삼동,5000,300
5437,강남구 역삼동,2500,180
5438,강남구 역삼동,6000,250
5439,강남구 역삼동,5500,270
5440,강남구 역삼동,12000,800
5441,강남구 역삼동,5000,450
5442,강남구 역삼동,9787,407
5443,강남구 역삼동,4500,252
5444,강남구 역삼동,3000,230
5445,강남구 역삼동,3000,300
5446,강남구 역삼동,7000,350
5447,강남구 역삼동,12000,645
5448,강남구 역삼동,4000,350
5449,강남구 역삼동,7435,309
5450,강남구 역삼동,25000,1600
5451,강남구 역삼동,8000,500
5452,강남구 역삼동,4000,270
5453,강남구 역삼동,5000,350
5454,강남구 역삼동,20000,900
5455,강남구 역삼동,5000,330
5456,강남구 역삼동,2000,180
5457,강남구 역삼동,3000,220
5458,강남구 역삼동,5000,330
5459,강남구 역삼동,100000,5000
5460,강남구 역삼동,6000,300
5461,강남구 역삼동,20000,1500
5462,강남구 역삼동,5000,400
5463,강남구 역삼동,4000,170
5464,강남구 역삼동,1000,65
5465,강남구 역삼동,20000,900
5466,강남구 역삼동,9000,550
5467,강남구 역삼동,4000,290
5468,강남구 역삼동,3000,250
5469,강남구 역삼동,7000,220
5470,강남구 역삼동,3000,200
5471,강남구 역삼동,10000,800
5472,강남구 역삼동,6000,650
5473,강남구 역삼동,5000,250
5474,강남구 역삼동,5000,200
5475,강남구 역삼동,20000,2000
5476,강남구 역삼동,3500,245
5477,강남구 역삼동,10000,500
5478,강남구 역삼동,12000,950
5479,강남구 역삼동,23000,1750
5480,강남구 역삼동,1200,102
5481,강남구 역삼동,5000,350
5482,강남구 역삼동,2000,250
5483,강남구 역삼동,1200,102
5484,강남구 역삼동,21000,1200
5485,강남구 역삼동,18000,1600
5486,강남구 역삼동,5000,400
5487,강남구 역삼동,6000,490
5488,강남구 역삼동,5000,320
5489,강남구 역삼동,2000,160
5490,강남구 역삼동,5000,320
5491,강남구 역삼동,6000,350
5492,강남구 역삼동,5000,350
5493,강남구 역삼동,3000,280
5494,강남구 역삼동,3000,230
5495,강남구 역삼동,5000,350
5496,강남구 역삼동,10000,800
5497,강남구 역삼동,3000,320
5498,강남구 역삼동,13000,830
5499,강남구 역삼동,2000,170
5500,강남구 역삼동,3000,290
5501,강남구 역삼동,6000,350
5502,강남구 역삼동,5000,320
5503,강남구 역삼동,800,150
5504,강남구 역삼동,5000,493
5505,강남구 역삼동,8000,800
5506,강남구 역삼동,6000,410
5507,강남구 역삼동,12500,1250
5508,강남구 역삼동,3500,310
5509,강남구 역삼동,3000,200
5510,강남구 역삼동,2000,190
5511,강남구 역삼동,30000,1500
5512,강남구 역삼동,45000,2000
5513,강남구 역삼동,34000,3400
5514,강남구 역삼동,10000,850
5515,강남구 역삼동,30000,2700
5516,강남구 역삼동,10000,730
5517,강남구 역삼동,3000,270
5518,강남구 역삼동,10000,800
5519,강남구 역삼동,3000,170
5520,강남구 역삼동,3750,160
5521,강남구 역삼동,100000,8000
5522,강남구 역삼동,10000,800
5523,강남구 역삼동,23000,1750
5524,강남구 역삼동,5000,500
5525,강남구 역삼동,3000,250
5526,강남구 역삼동,3000,300
5527,강남구 역삼동,11000,800
5528,강남구 역삼동,8000,580
5529,강남구 역삼동,20000,1200
5530,강남구 역삼동,3000,130
5531,강남구 역삼동,1000,180
5532,강남구 역삼동,7000,185
5533,강남구 역삼동,12000,950
5534,강남구 역삼동,20000,700
5535,강남구 역삼동,16052,1010
5536,강남구 역삼동,10000,1000
5537,강남구 역삼동,10000,504
5538,강남구 역삼동,6000,410
5539,강남구 역삼동,30000,3300
5540,강남구 역삼동,10000,600
5541,강남구 역삼동,20000,1800
5542,강남구 역삼동,10000,803
5543,강남구 역삼동,12000,620
5544,강남구 역삼동,4000,400
5545,강남구 역삼동,6000,610
5546,강남구 역삼동,5000,500
5547,강남구 역삼동,3000,300
5548,강남구 역삼동,6000,660
5549,강남구 역삼동,4000,330
5550,강남구 역삼동,5000,450
5551,강남구 역삼동,12000,620
5552,강남구 역삼동,100000,8000
5553,강남구 역삼동,5000,600
5554,강남구 역삼동,40000,4000
5555,강남구 역삼동,10000,350
5556,강남구 역삼동,2000,190
5557,강남구 역삼동,2000,165
5558,강남구 역삼동,10000,450
5559,강남구 역삼동,3000,260
5560,강남구 역삼동,5000,380
5561,강남구 역삼동,40000,5000
5562,강남구 역삼동,4000,180
5563,강남구 역삼동,24000,1400
5564,강남구 역삼동,30000,1800
5565,강남구 역삼동,10000,500
5566,강남구 역삼동,40000,3400
5567,강남구 역삼동,20000,1800
5568,강남구 역삼동,4000,180
5569,강남구 역삼동,50000,2800
5570,강남구 역삼동,7200,720
5571,강남구 역삼동,60000,6000
5572,강남구 역삼동,3000,180
5573,강남구 역삼동,6000,800
5574,강남구 역삼동,20000,1050
5575,강남구 역삼동,2000,150
5576,강남구 역삼동,11000,780
5577,강남구 역삼동,30000,1800
5578,강남구 역삼동,30000,2000
5579,강남구 역삼동,5000,1030
5580,강남구 역삼동,5000,330
5581,강남구 역삼동,4500,252
5582,강남구 역삼동,2000,290
5583,강남구 역삼동,3000,435
5584,강남구 역삼동,5000,202
5585,강남구 역삼동,5000,350
5586,강남구 역삼동,30000,3300
5587,강남구 역삼동,2000,200
5588,강남구 역삼동,12000,790
5589,강남구 역삼동,6000,350
5590,강남구 역삼동,3000,100
5591,강남구 역삼동,5000,330
5592,강남구 역삼동,3000,340
5593,강남구 역삼동,1000,130
5594,강남구 역삼동,1000,100
5595,강남구 역삼동,3000,200
5596,강남구 역삼동,5000,450
5597,강남구 역삼동,24900,2490
5598,강남구 역삼동,5000,400
5599,강남구 역삼동,8000,600
5600,강남구 역삼동,3000,340
5601,강남구 역삼동,2000,150
5602,강남구 역삼동,1500,137
5603,강남구 역삼동,5000,220
5604,강남구 역삼동,10000,600
5605,강남구 역삼동,3000,200
5606,강남구 역삼동,3000,200
5607,강남구 역삼동,3000,290
5608,강남구 역삼동,20000,900
5609,강남구 역삼동,2000,165
5610,강남구 역삼동,10000,800
5611,강남구 역삼동,7000,350
5612,강남구 역삼동,22000,910
5613,강남구 역삼동,5000,400
5614,강남구 역삼동,22000,910
5615,강남구 역삼동,12687,1269
5616,강남구 역삼동,10000,600
5617,강남구 역삼동,3000,290
5618,강남구 역삼동,10000,830
5619,강남구 역삼동,3000,220
5620,강남구 역삼동,9607,961
5621,강남구 역삼동,10000,850
5622,강남구 역삼동,2000,200
5623,강남구 역삼동,5000,195
5624,강남구 역삼동,1000,100
5625,강남구 역삼동,5000,500
5626,강남구 역삼동,2000,150
5627,강남구 역삼동,3000,180
5628,강남구 역삼동,30000,1500
5629,강남구 역삼동,30000,2500
5630,강남구 역삼동,53240,5324
5631,강남구 역삼동,3000,270
5632,강남구 역삼동,3000,250
5633,강남구 역삼동,12000,792
5634,강남구 역삼동,42578,4258
5635,강남구 역삼동,4000,180
5636,강남구 역삼동,4000,380
5637,강남구 역삼동,10000,600
5638,강남구 역삼동,12000,800
5639,강남구 역삼동,10000,760
5640,강남구 역삼동,3000,220
5641,강남구 역삼동,10000,760
5642,강남구 역삼동,8000,550
5643,강남구 역삼동,20000,700
5644,강남구 역삼동,6000,400
5645,강남구 역삼동,3000,200
5646,강남구 역삼동,6000,250
5647,강남구 역삼동,4000,350
5648,강남구 역삼동,12000,950
5649,강남구 역삼동,2000,190
5650,강남구 역삼동,10000,720
5651,강남구 역삼동,3750,160
5652,강남구 역삼동,3000,230
5653,강남구 역삼동,8000,720
5654,강남구 역삼동,5000,320
5655,강남구 역삼동,3000,260
5656,강남구 역삼동,5000,200
5657,강남구 역삼동,4500,340
5658,강남구 역삼동,8000,545
5659,강남구 역삼동,10000,605
5660,강남구 역삼동,10000,760
5661,강남구 역삼동,20000,900
5662,강남구 역삼동,2000,200
5663,강남구 역삼동,3000,300
5664,강남구 역삼동,5000,300
5665,강남구 역삼동,6000,400
5666,강남구 역삼동,45000,1500
5667,강남구 역삼동,1500,205
5668,강남구 역삼동,1000,126
5669,강남구 역삼동,2000,236
5670,강남구 역삼동,5000,200
5671,강남구 역삼동,5000,300
5672,강남구 역삼동,1000,140
5673,강남구 역삼동,5000,447
5674,강남구 역삼동,20000,1500
5675,강남구 역삼동,6500,250
5676,강남구 역삼동,30000,1450
5677,강남구 역삼동,3000,200
5678,강남구 역삼동,10000,700
5679,강남구 역삼동,7000,500
5680,강남구 역삼동,34000,3400
5681,강남구 역삼동,2400,170
5682,강남구 역삼동,100000,8000
5683,강남구 역삼동,2000,140
5684,강남구 역삼동,6000,400
5685,강남구 역삼동,10000,800
5686,강남구 역삼동,5000,450
5687,강남구 역삼동,3000,150
5688,강남구 역삼동,14000,700
5689,강남구 역삼동,18000,900
5690,강남구 역삼동,5000,350
5691,강남구 역삼동,10000,488
5692,강남구 역삼동,2000,200
5693,강남구 역삼동,2000,200
5694,강남구 역삼동,7000,320
5695,강남구 역삼동,5000,400
5696,강남구 역삼동,10000,800
5697,강남구 역삼동,5000,450
5698,강남구 역삼동,5000,350
5699,강남구 역삼동,5000,300
5700,강남구 역삼동,30000,1500
5701,강남구 역삼동,4000,440
5702,강남구 역삼동,3000,320
5703,강남구 역삼동,2000,210
5704,강남구 역삼동,20000,900
5705,강남구 역삼동,10000,625
5706,강남구 역삼동,1500,130
5707,강남구 역삼동,5500,300
5708,강남구 역삼동,8000,430
5709,강남구 역삼동,3000,260
5710,강남구 역삼동,2500,230
5711,강남구 역삼동,5000,270
5712,강남구 역삼동,3000,290
5713,강남구 역삼동,3000,220
5714,강남구 역삼동,100000,8000
5715,강남구 역삼동,1500,110
5716,강남구 역삼동,70000,5400
5717,강남구 역삼동,2000,150
5718,강남구 역삼동,2000,230
5719,강남구 역삼동,5000,280
5720,강남구 역삼동,3000,250
5721,강남구 역삼동,45000,2000
5722,강남구 역삼동,2000,210
5723,강남구 역삼동,12000,800
5724,강남구 역삼동,10000,1200
5725,강남구 역삼동,12000,800
5726,강남구 역삼동,10000,700
5727,강남구 역삼동,5000,450
5728,강남구 역삼동,60000,3000
5729,강남구 역삼동,4000,380
5730,강남구 역삼동,3000,250
5731,강남구 역삼동,17000,650
5732,강남구 역삼동,16230,974
5733,강남구 역삼동,7000,550
5734,강남구 역삼동,1500,130
5735,강남구 역삼동,5000,330
5736,강남구 역삼동,12000,800
5737,강남구 역삼동,12000,800
5738,강남구 역삼동,20000,1100
5739,강남구 역삼동,50000,4000
5740,강남구 역삼동,3000,320
5741,강남구 역삼동,10000,550
5742,강남구 역삼동,6000,400
5743,강남구 역삼동,30000,2000
5744,강남구 역삼동,4000,350
5745,강남구 역삼동,10000,500
5746,강남구 역삼동,4500,252
5747,강남구 역삼동,6000,410
5748,강남구 역삼동,2400,170
5749,강남구 역삼동,15000,780
5750,강남구 역삼동,3000,270
5751,강남구 역삼동,3000,180
5752,강남구 역삼동,10000,500
5753,강남구 역삼동,24000,2000
5754,강남구 역삼동,20000,1700
5755,강남구 역삼동,11000,800
5756,강남구 역삼동,6000,600
5757,강남구 역삼동,4500,252
5758,강남구 역삼동,15000,1300
5759,강남구 역삼동,40000,3400
5760,강남구 역삼동,1500,142
5761,강남구 역삼동,10000,600
5762,강남구 역삼동,3500,245
5763,강남구 역삼동,5000,360
5764,강남구 역삼동,6000,400
5765,강남구 역삼동,4000,250
5766,강남구 역삼동,6000,410
5767,강남구 역삼동,6000,400
5768,강남구 역삼동,6000,325
5769,강남구 역삼동,12500,1240
5770,강남구 역삼동,60000,3000
5771,강남구 역삼동,2000,160
5772,강남구 역삼동,3000,180
5773,강남구 역삼동,5000,260
5774,강남구 역삼동,8000,320
5775,강남구 역삼동,15000,780
5776,강남구 역삼동,3000,180
5777,강남구 역삼동,2000,230
5778,강남구 역삼동,23000,1750
5779,강남구 역삼동,5000,500
5780,강남구 역삼동,4000,390
5781,강남구 역삼동,2000,160
5782,강남구 역삼동,50000,2300
5783,강남구 역삼동,300000,35000
5784,강남구 역삼동,4500,252
5785,강남구 역삼동,5000,245
5786,강남구 역삼동,8000,450
5787,강남구 역삼동,4000,170
5788,강남구 역삼동,5000,320
5789,강남구 역삼동,3000,270
5790,강남구 역삼동,5000,400
5791,강남구 역삼동,4000,350
5792,강남구 역삼동,5000,350
5793,강남구 역삼동,8000,600
5794,강남구 역삼동,4000,380
5795,강남구 역삼동,2000,100
5796,강남구 역삼동,5000,350
5797,강남구 역삼동,30000,2000
5798,강남구 역삼동,30000,2000
5799,강남구 역삼동,2000,180
5800,강남구 역삼동,3000,270
5801,강남구 역삼동,3500,250
5802,강남구 역삼동,2000,200
5803,강남구 역삼동,5000,385
5804,강남구 역삼동,2500,165
5805,강남구 역삼동,4000,250
5806,강남구 역삼동,4000,420
5807,강남구 역삼동,10000,800
5808,강남구 역삼동,4500,440
5809,강남구 역삼동,10000,1000
5810,강남구 역삼동,25520,2552
5811,강남구 역삼동,3000,260
5812,강남구 역삼동,12000,800
5813,강남구 역삼동,4500,250
5814,강남구 역삼동,5000,320
5815,강남구 역삼동,1000,110
5816,강남구 역삼동,5000,580
5817,강남구 역삼동,7000,185
5818,강남구 역삼동,4000,350
5819,강남구 역삼동,4000,400
5820,강남구 역삼동,5000,420
5821,강남구 역삼동,25000,1600
5822,강남구 역삼동,15000,750
5823,강남구 역삼동,20000,900
5824,강남구 역삼동,3000,210
5825,강남구 역삼동,4500,440
5826,강남구 역삼동,1500,110
5827,강남구 역삼동,20000,2000
5828,강남구 역삼동,20000,900
5829,강남구 역삼동,15000,740
5830,강남구 역삼동,30000,1450
5831,강남구 역삼동,20000,1500
5832,강남구 역삼동,10000,700
5833,강남구 역삼동,9607,961
5834,강남구 역삼동,60000,2800
5835,강남구 역삼동,20000,770
5836,강남구 역삼동,70000,5400
5837,강남구 역삼동,40000,1850
5838,강남구 역삼동,10000,700
5839,강남구 역삼동,10000,600
5840,강남구 역삼동,2000,115
5841,강남구 역삼동,7000,500
5842,강남구 역삼동,22000,1350
5843,강남구 역삼동,30000,1450
5844,강남구 역삼동,3000,220
5845,강남구 역삼동,1000,130
5846,강남구 역삼동,6000,400
5847,강남구 역삼동,3000,200
5848,강남구 역삼동,5000,350
5849,강남구 역삼동,5000,447
5850,강남구 역삼동,2000,200
5851,강남구 역삼동,10000,504
5852,강남구 역삼동,60000,3972
5853,강남구 역삼동,20000,1500
5854,강남구 역삼동,3000,210
5855,강남구 역삼동,4000,250
5856,강남구 역삼동,16000,1307
5857,강남구 역삼동,4500,440
5858,강남구 역삼동,20000,2000
5859,강남구 역삼동,30000,1800
5860,강남구 역삼동,5000,350
5861,강남구 역삼동,2000,115
5862,강남구 역삼동,4500,252
5863,강남구 역삼동,4000,170
5864,강남구 역삼동,3000,200
5865,강남구 역삼동,5000,150
5866,강남구 역삼동,1000,130
5867,강남구 역삼동,30000,1500
5868,강남구 역삼동,7000,400
5869,강남구 역삼동,4500,440
5870,강남구 역삼동,40000,2700
5871,강남구 역삼동,15000,1300
5872,강남구 역삼동,10000,740
5873,강남구 역삼동,7000,600
5874,강남구 역삼동,2000,165
5875,강남구 역삼동,7000,600
5876,강남구 역삼동,12000,790
5877,강남구 역삼동,12000,792
5878,강남구 역삼동,5000,700
5879,강남구 역삼동,10000,1050
5880,강남구 역삼동,2000,80
5881,강남구 역삼동,2000,168
5882,강남구 역삼동,8000,400
5883,강남구 역삼동,5000,250
5884,강남구 역삼동,14000,630
5885,강남구 역삼동,3000,435
5886,강남구 역삼동,5000,320
5887,강남구 역삼동,4000,350
5888,강남구 역삼동,8000,600
5889,강남구 역삼동,5000,350
5890,강남구 역삼동,3000,190
5891,강남구 역삼동,3000,250
5892,강남구 역삼동,10000,600
5893,강남구 역삼동,3000,250
5894,강남구 역삼동,28000,1260
5895,강남구 역삼동,1000,150
5896,강남구 역삼동,5000,500
5897,강남구 역삼동,3000,230
5898,강남구 역삼동,5000,600
5899,강남구 역삼동,5000,572
5900,강남구 역삼동,3000,140
5901,강남구 역삼동,3000,350
5902,강남구 역삼동,8000,530
5903,강남구 역삼동,10000,700
5904,강남구 역삼동,5500,300
5905,강남구 역삼동,2000,170
5906,강남구 역삼동,10000,680
5907,강남구 역삼동,15000,740
5908,강남구 역삼동,2000,180
5909,강남구 역삼동,6000,250
5910,강남구 역삼동,1500,200
5911,강남구 역삼동,45000,2000
5912,강남구 역삼동,10000,900
5913,강남구 역삼동,3000,340
5914,강남구 역삼동,7000,550
5915,강남구 역삼동,25520,2552
5916,강남구 역삼동,4000,180
5917,강남구 역삼동,10000,730
5918,강남구 역삼동,8000,750
5919,강남구 역삼동,5000,400
5920,강남구 역삼동,3000,320
5921,강남구 역삼동,5000,330
5922,강남구 역삼동,50000,2800
5923,강남구 역삼동,4500,252
5924,강남구 역삼동,3000,300
5925,강남구 역삼동,5000,600
5926,강남구 역삼동,3000,300
5927,강남구 역삼동,3000,210
5928,강남구 역삼동,8000,630
5929,강남구 역삼동,5000,350
5930,강남구 역삼동,2000,138
5931,강남구 역삼동,6000,660
5932,강남구 역삼동,3220,240
5933,강남구 역삼동,3750,160
5934,강남구 역삼동,8000,540
5935,강남구 역삼동,10000,500
5936,강남구 역삼동,1000,130
5937,강남구 역삼동,10000,800
5938,강남구 역삼동,13000,830
5939,강남구 역삼동,3000,280
5940,강남구 역삼동,1500,150
5941,강남구 역삼동,5000,500
5942,강남구 역삼동,10000,1000
5943,강남구 역삼동,6000,350
5944,강남구 역삼동,3000,180
5945,강남구 역삼동,6000,400
5946,강남구 역삼동,58077,3457
5947,강남구 역삼동,2000,150
5948,강남구 역삼동,5000,350
5949,강남구 역삼동,3000,350
5950,강남구 역삼동,7000,350
5951,강남구 역삼동,3000,320
5952,강남구 역삼동,45000,2000
5953,강남구 역삼동,4500,252
5954,강남구 역삼동,3000,340
5955,강남구 역삼동,2000,185
5956,강남구 역삼동,1000,110
5957,강남구 역삼동,1000,130
5958,강남구 역삼동,4500,440
5959,강남구 역삼동,7000,550
5960,강남구 역삼동,700000,21106
5961,강남구 역삼동,5000,600
5962,강남구 역삼동,15000,750
5963,강남구 역삼동,2000,138
5964,강남구 역삼동,4000,180
5965,강남구 역삼동,6000,380
5966,강남구 역삼동,3500,270
5967,강남구 역삼동,6500,250
